ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
22,0.035469828252117246,0.17566080296495334,0.03231297014341303,0.03245395914868998,0.3564357623343534,0.02951264160663255,0.016077549022685635,0.3320069275887774,0.08484157237947046,0.5499860143833937,0.022643826922704415,0.0275626445803115,0.11098403430621562,0.016682053393049522,0.0372377465631657,0.0441505115056211,0.00079306080980497,0.4866877848219956,0.05914398312587676,0.011404167442664067,0.013643500298025024,0.11602451429188733,0.015242226351735439,0.019761360225060077
24,0.32550790194869833,0.05151694802689565,0.024863607323145933,0.030405402271162115,0.4289924222742102,0.7213799388878475,0.015767387312246025,0.3102738571938861,0.049103673568325526,0.0703968369799265,0.022289522658034026,0.026672942399676557,0.0736379352072812,0.016542202382401346,0.02849111639676909,0.17961954938845487,0.0007930607949737623,0.14516658361663415,0.08293016522513694,0.011402872251648752,0.014791820912357215,0.627874804830697,0.016410390234730676,0.017476899416611198
25,0.07554747585393919,0.23414831913555523,0.024445919854539082,0.03659263058475468,0.38659609172145715,0.048216141486729716,0.015419329659899476,0.6024896557387397,0.05294105068838771,0.036132365573751164,0.019722226956119464,0.027466785416528004,0.02680749265077806,0.017188344260506253,0.04357566868348253,0.03671620722529528,0.0007930608046944239,0.12639450571642444,0.030263196330786307,0.011401504367763268,0.016463666432219155,0.09108253457723504,0.01571858327587614,0.3057363073787941
32,0.044034054628619694,0.03890902797107991,0.024060722399937194,0.033627438608291725,0.5159124844379017,0.040528032478129854,0.019604368979243766,0.5442212096778352,0.0366793782330902,0.04834327851686131,0.019794956725926637,0.02794774860955726,0.022192094109501983,0.019948445696572635,0.04741632615797783,0.03827847519314583,0.0007930609086476072,0.34151073455271613,0.02308395284997262,0.011416871907287173,0.013733317188859659,0.08672227486654156,0.026007909365043595,0.017759235023892334
38,0.03619478293965167,0.056532030873522536,0.023788394162751803,0.05923218243702273,0.7031333684970927,0.06235043947115584,0.016257296723846352,0.8291545734401302,0.0421389081286572,0.04127601405927925,0.021394305350211636,0.030295149361926316,0.02209270907883722,0.020671023128539565,0.03538067582616398,0.034870203824806566,0.0007930608050162762,0.6461197646114781,0.022683635785449352,0.01140247843649965,0.014168951518224358,0.052674146286397404,0.016529326550824504,0.019060793432152816
40,0.09179519769710637,0.041185301320497865,0.023595260603345897,0.03374745950320657,0.44962699606651996,0.6522728614341625,0.02715095403824613,0.6844277156032914,0.031312985658422596,0.041411547058319675,0.02655267607371411,0.02756388115102652,0.022093813929766063,0.019840632498961633,0.02806528451597361,0.04137612606467973,0.0007930608214122018,0.14677225743447628,0.02121760196860986,0.011671238390331372,0.014315927174476613,0.18660373099096683,0.017322578204636924,0.021478155229755193
54,0.06368145665014255,0.1150678924871504,0.034068626827758845,0.042113902406147805,0.8198953730933406,0.04075140697423897,0.016876398895603956,0.1271276858948984,0.0826807770650777,0.049048974409687765,0.01971277332071078,0.026901837221611283,0.5914038219846556,0.01826566713440997,0.031634860664944565,0.05483346704194162,0.0007930608492236742,0.1021012699878284,0.09046547120905926,0.011682770416801663,0.019162352306399625,0.11327623207871852,0.032550298456044895,0.023293170344641654
55,0.060885492549083445,0.11138768698069608,0.024172711853304753,0.02870586192845358,0.45997641505208736,0.05700386162946481,0.016469865332515345,0.5881355861691329,0.05921161307349993,0.052645415815421134,0.01965850508125464,0.026644852184874692,0.5813719971306758,0.016757847768584484,0.0262928618121272,0.143366440726289,0.0007930610675473145,0.07567591331798923,0.06309366662092121,0.011406830163250475,0.015560973622972115,0.18891882256931705,0.015483811880475349,0.017715350284359024
60,0.06755577036994594,0.10873917421518174,0.030253869458064648,0.029154335940924328,0.907303490420506,0.03204954834574353,0.015628998201450528,0.2252902861040817,0.17913843041796082,0.05608367065497899,0.019683106505203364,0.02703107024706654,0.06902800949119457,0.016582305063403375,0.030169267820858707,0.05425379734547712,0.0007930609390658513,0.24730130939886277,0.060831331245436916,0.011456949212465616,0.014541477513857877,0.10064773413756015,0.015380539977768224,0.01904264003059452
64,0.04255768382101511,0.04930362794157801,0.023639862392170977,0.030494094637533716,0.547292547154103,0.05115719282244818,0.015599599034010697,0.7384374994867563,0.03412888808255507,0.03837247196857384,0.02192960674179312,0.026679965163638627,0.03912186721572907,0.016286301793879798,0.026950360433675498,0.06393588857247477,0.000793060814475377,0.6531115640963505,0.04751595982219267,0.011401182653948495,0.013391931685905465,0.13134141034842167,0.015369079758553894,0.019714334896713905
72,0.06295142703193314,0.0450793139585635,0.023571130792655687,0.07410262192627647,0.16619378395935663,0.10781719022308059,0.20412396646501627,0.6433928063049525,0.07138845261609067,0.0550883348618882,0.02226794981881417,0.04075041928029651,0.046110827920298934,0.04640329873914854,0.04243185003105947,0.05290310148538112,0.000793060806603935,0.11581892718446264,0.021628190689028763,0.011400673508925265,0.02052796929373048,0.12601960202556028,0.01664650087144574,0.019354646813473573
74,0.044974598975892933,0.04133367322249757,0.02352361096877485,0.03163442385825961,0.5559364202157969,0.036075916137530604,0.015872969783224316,0.7850739217832892,0.029688158589174275,0.03197914577187258,0.01996831676880518,0.0268487029864176,0.029843836754562675,0.016602477070707902,0.03025573838459794,0.04084313275052949,0.0007930608663679729,0.4069908080844219,0.021635153364092635,0.011401149368847218,0.022085704135698173,0.12395609008591585,0.031965294948195826,0.017595154751743922
77,0.37470862532993504,0.05593632117430122,0.02501388736488944,0.04038070623661291,0.5253200441366945,0.5703490172513875,0.023596693179049378,0.4740377808893109,0.18526544870140194,0.062186899228729095,0.020731649163877895,0.029844181476104813,0.05795966439430286,0.016990287523507893,0.027458563636366815,0.043628100990300955,0.000793060847754087,0.0630998430844605,0.029445234706677842,0.01140255086981164,0.01652069636774934,0.4476036802876034,0.015294945634614145,0.018066750396534683
78,0.1311042560089945,0.0484100947494077,0.02376469485000418,0.030731108431777246,0.5923241079593252,0.0603270684328981,0.016068645260408958,0.6692515576544698,0.03818232189050867,0.05782651504172922,0.019634451831804293,0.029725212929567868,0.05339756751143451,0.02221077282804874,0.028660605166304393,0.05119890638445312,0.0007930609031956052,0.1127922208453908,0.04953186373460119,0.01140497556883765,0.01400091170408583,0.09951383014555862,0.018004346258116897,0.017551415258917773
89,0.17718747893881018,0.796177028015003,0.026780627886118236,0.05198104675813541,0.11234951564794675,0.05727557829786533,0.016140238442388186,0.6931167892697826,0.13588532823201793,0.3520296983742881,0.019748069911268807,0.0712352851861108,0.01895611342700513,0.020985375043962834,0.03672412682817862,0.05193106902615814,0.0007930608385579215,0.5266579221569101,0.03382897064517018,0.011409196697491656,0.01492363892417035,0.07532740463244597,0.015630581237321965,0.020363854999008897
94,0.03483618548745401,0.08123418594343061,0.027206283958201728,0.04428824649297484,0.32487090699980464,0.03184290933539299,0.018109917816966234,0.6913790631439098,0.06329225179841623,0.06485151278006772,0.02082497384677276,0.03211188677248414,0.16517564127600892,0.018800179857495138,0.03804749302138669,0.06711140307946707,0.0007930608006204799,0.7778869952566175,0.09539362198885476,0.011944549722005336,0.014937334358512966,0.06444175870196349,0.015421771195789928,0.017444305323041906
97,0.09918403353261558,0.2090502697369026,0.027150276229956506,0.02875328427031337,0.2636454398632247,0.0315922098725686,0.01542687538826062,0.2258330367510304,0.08981127128784677,0.9630175801319996,0.019650485762634857,0.0267519245453051,0.9695639544863891,0.01782630216107648,0.03089699091473507,0.1814801343259832,0.000793060804796668,0.09346101731250074,0.02319779256187398,0.011415999640003045,0.013712976108854802,0.13034490161425044,0.01596580797606153,0.018364777884009073
98,0.09698188302652698,0.04307320580352541,0.024701037280651976,0.0436479954794962,0.5863490869961434,0.20662750503248717,0.017778227570320815,0.6530084257016244,0.06070710944125613,0.0427211878419209,0.019916478023163098,0.02978595118258556,0.042232140147544374,0.017996875886005733,0.026892058386630228,0.044969411951523756,0.0007930608844591094,0.13937367439567983,0.0612066947345043,0.011399851663632467,0.01730842868226621,0.10447556401528729,0.015382524968396967,0.018158033534640433
105,0.23147687262706332,0.04370749651300178,0.02691644763385277,0.03037164696124603,0.33812558033112,0.2994318211968091,0.015611488347315404,0.7743908498501051,0.033060153321243284,0.04504263325096003,0.022126092500802236,0.027871171183657215,0.025737476488696908,0.01652488953549405,0.026641220578768138,0.03748500272286046,0.0007930608178655709,0.06559651664269925,0.02361850501507638,0.011665594952857997,0.01534714452953017,0.21091396397779585,0.016380048891075794,0.01804631137114923
115,0.049654034742307306,0.04668541873157131,0.02527852114673199,0.038262007014462085,0.6029100530281167,0.12059995597177232,0.026268344795063295,0.732282714560868,0.04654586637162077,0.06276399281331581,0.02258458372288269,0.04087143212929026,0.03966354830243821,0.025394470309411738,0.0339265363085176,0.0630752393048501,0.0007930608633996024,0.244424708382684,0.026340943759011293,0.011427135367360983,0.013533599915657132,0.10408593093822807,0.015807010229903364,0.02950899716418449
116,0.0420681747547207,0.1277454441646164,0.02549392753287299,0.03503761514734909,0.3956584462026307,0.036966054838701926,0.022751460459812432,0.410362090746811,0.0739129394012699,0.04564361213832993,0.019962792678820958,0.028518368569182585,0.06448464860132631,0.01788128858781315,0.028509473174521946,0.049296100585132764,0.000793060816347513,0.157074524199501,0.022999414124133442,0.011409007214665085,0.013890769598275537,0.11988403157699243,0.01950371350579301,0.027389073045769916
117,0.39844725639005363,0.09867773158769563,0.034138944634645764,0.029687672590079383,0.5443393069880196,0.33054534976315675,0.016406035746637647,0.10773065498646911,0.0794631061036002,0.06433295486777224,0.020773303576125536,0.026622873202569935,0.10931892603457158,0.02516008342345739,0.026960274893282943,0.04242432880126577,0.000793060808808922,0.10141687269645917,0.636939721568832,0.011420606664403409,0.014885988836172846,0.3030124928924343,0.016347241206471123,0.018036191737923077
125,0.1591926299409626,0.0977165141418869,0.04746308042190239,0.034719911398056864,0.1618856066829591,0.10696519111267862,0.018712571290466943,0.5729386403269799,0.101471090140918,0.07087267436680186,0.021277153076167062,0.051232153848152946,0.23931303211452093,0.01945280228642789,0.057318843290514884,0.07542689138617542,0.0007930608098155442,0.4247900008851585,0.052657044305713926,0.012796385219194044,0.013728073193937478,0.28705274875448034,0.01961207881315213,0.12600019583590402
126,0.47146674944643613,0.09545983650143687,0.03929712406226366,0.06611477205988565,0.1802417245835555,0.4732123751117445,0.020855995707567503,0.41742917599088825,0.05743758780270977,0.0673598983670342,0.019747192761462997,0.030104929172739513,0.07227437996986787,0.027262614571430546,0.04080243790088135,0.05102126643581105,0.0007930608465869872,0.1266006339593045,0.05812061755029156,0.011419886321807992,0.01360458168063189,0.47276741911491293,0.015539125129021688,0.021509605784009993
130,0.06409841330872487,0.12451397867142162,0.0402158232992429,0.03913774807187337,0.372780621057712,0.08151434094476198,0.022668816753113125,0.6232752259195625,0.08432565280611756,0.11170590006092816,0.02206646907485759,0.029023723220918205,0.10650724302338274,0.016771438858720976,0.02675898492300647,0.05078252162095303,0.0007930608071779965,0.14655255503503342,0.0770048507881452,0.01166601698172294,0.013706987269077944,0.14346847928949755,0.018714081040190365,0.01869824262204559
133,0.05657846190990696,0.06724486951991615,0.02992745559741206,0.03356807123493692,0.3877719604529074,0.4142894992780053,0.04547097375366791,0.684989722953874,0.05686751225642851,0.049038304014781424,0.02141258639166071,0.033810733829252565,0.03733281388359218,0.022461500694122997,0.026557063613384103,0.07087253699287908,0.0007929098861301341,0.10403344927069016,0.025701111696809827,0.011410560574270196,0.014122248531062516,0.16217740226210994,0.031159972620937997,0.02537384375344878
137,0.11590633136703325,0.05668619503046514,0.025229623764544875,0.034579787512711194,0.49627729702464835,0.07241819107145846,0.01961896499529041,0.5241320012018108,0.06294382095728124,0.03528067930886468,0.02080756034932942,0.02820738566608504,0.022742820059861862,0.016819449931144644,0.03078693490137091,0.057927307409278046,0.0007930608273163856,0.1581681364997049,0.022849079947351875,0.011403376070598959,0.052055715900100843,0.14793010643762242,0.018703094915640994,0.024871888769737734
138,0.0915777041693206,0.07898651845343496,0.02364702089034207,0.030312495376237685,0.25828903859395724,0.4559469431855382,0.017085414708121253,0.38235613852817507,0.04053481679789971,0.05268839729374531,0.021266786607607852,0.026707043546698114,0.6352959872804959,0.017769397766168933,0.032364148162089046,0.4592678479686023,0.0007930608193688288,0.11551033335153424,0.08891489041184807,0.011663150282359196,0.013440140153272908,0.6154836008065164,0.015543877999963217,0.019016916825974232
140,0.04986729989386812,0.08641062246638957,0.026392730162371005,0.03256161905629441,0.6756819809834246,0.07515817890591864,0.02831103418852145,0.5009195877204536,0.10712810884410877,0.09307364451129066,0.020066680522036803,0.02783297879979134,0.023600864978956707,0.018212107570392367,0.03211071211840172,0.046650327501807747,0.0007930608860128567,0.17894842554029733,0.033114143910191796,0.01171484653023743,0.015724281557858023,0.09356517594514488,0.01637533181775437,0.02234204637503355
141,0.5288055922539765,0.10006429484035616,0.02409667680729531,0.03095450239563503,0.30741695504567346,0.14345372043087629,0.021415716647018652,0.22813717099108213,0.053708628888812934,0.06487562451638532,0.02113678268228567,0.02929417010287053,0.13352983553014208,0.018030211820994742,0.030025154273952675,0.09534388250566972,0.000793060792367938,0.07615208104180721,0.07709204977653791,0.011402951868100449,0.03122552034269435,0.5139359833219832,0.02697458312402198,0.02352013466139785
145,0.054262694371586435,0.16449828263179828,0.03557574024770382,0.0503791530762775,0.34290846803835956,0.03190473339750564,0.01877948684568489,0.591708979392824,0.1202461862129289,0.21999763239385078,0.01967718297810176,0.029304524209368847,0.09831870824176327,0.043991916865554745,0.027227493968480086,0.04550489363573635,0.0007930607965819276,0.3402538456442141,0.1306174945254477,0.011401358448724213,0.018033140003876506,0.09378061049204503,0.015376231830752086,0.10115361654112388
147,0.054722419858769376,0.04410916794484289,0.025803690200968912,0.06818357479694415,0.5890088236014607,0.036491782723520536,0.08379737765416082,0.5026743382375,0.04082707210697134,0.03523448436218421,0.0217103543904133,0.0290424820240567,0.02279022940773866,0.32703668413153697,0.08313420945545007,0.035848596278164745,0.0007930608947682092,0.29915266916340266,0.022494844130367682,0.011738928105373317,0.015408896662689516,0.06485878754565724,0.02072980332522248,0.0182635417881465
148,0.033524142547835555,0.04316804931896558,0.02397348773808315,0.08691274714279838,0.6279914852416075,0.044354994671403136,0.0209511508664616,0.6937349583899459,0.0510050006673486,0.040385074790352485,0.020454050928591812,0.030115815053537796,0.05985413012819966,0.027450477972405414,0.03790005499890073,0.0687898109972854,0.0007930608296652309,0.26872703571630285,0.020767178187301557,0.011430164587987414,0.02034335282922402,0.07958223882339921,0.022529755697649183,0.0424407156692143
153,0.08651933292634283,0.07735841788294137,0.03151138422324628,0.08347062905565274,0.2816769510138603,0.06158170257328255,0.043867432053219045,0.5342604416412945,0.06304889594132333,0.20388943086383357,0.02070272653643254,0.03582298333558282,0.03038529567714188,0.04507114874668216,0.03428480132669459,0.04504656863773134,0.0007930608282183617,0.2277172842454576,0.02932623880488633,0.01140616572487013,0.015313407618934214,0.07926658660547387,0.01678355875569962,0.020911855066573098
154,0.042910765316949206,0.08242120857876781,0.03277966430754916,0.031089522081477174,0.5019738143321624,0.06587583779661808,0.02334009163842378,0.6821239890862678,0.09039077570023461,0.08506879417641738,0.021039508089177275,0.029815166437706066,0.03437933244172647,0.022186915641829303,0.028337926549300414,0.07837666300270112,0.0007930607935854643,0.10360216457056162,0.026535598754103915,0.011679346345798288,0.07827484122239041,0.09702253793315854,0.015763271419061888,0.02738037495790538
155,0.04170768409948677,0.0399512523992154,0.02436985703878907,0.048511953859716975,0.3651243632826116,0.07691107254033115,0.07238623786210886,0.7101470318216877,0.03991270117574997,0.05943225629453897,0.020527846619470283,0.031259918001949924,0.03113497669939832,0.13090136158956164,0.02759019356144308,0.03498181574345978,0.000793061019823929,0.1573322949910076,0.02531851195517761,0.015029716241976325,0.014325401059631525,0.0952697326955251,0.01571264146224785,0.018381214943877407
158,0.3654175694150944,0.8381684366035284,0.029855569730770505,0.03582919247523859,0.21855261326680034,0.041194199668296835,0.019478037712559695,0.1926650820295667,0.21901973422239518,0.065866505836327,0.019588097923609837,0.029140511319730576,0.269212396142068,0.018785529919130385,0.030103991462564438,0.042879651636585275,0.0007930608039960773,0.12853797717917437,0.9868863689112001,0.011673119225058525,0.013462396591638021,0.16725089005328522,0.015425936093230366,0.0244499044044091
159,0.14951641154406692,0.09148390137265647,0.02637646311421127,0.02850582322299271,0.5290764546153883,0.05306624371458075,0.018895140156288757,0.3015132983194435,0.09202709557512247,0.0737822807713271,0.02054585936400312,0.028584709734912558,0.25977784045123903,0.016633657450464946,0.03434764067913068,0.06866207904979982,0.0007930608228213307,0.1109714089128541,0.06139929740734835,0.011952061683798289,0.013820114174238455,0.10666198012928255,0.016328591790430367,0.019045628002789708
161,0.09829299595522807,0.19564992351854976,0.12574860576655578,0.031187120256111495,0.3473930762693788,0.07507003984577217,0.020081998824488845,0.23253547366693808,0.3199898078831486,0.05949535937631784,0.01978384720238365,0.02801686493725451,0.252535867102506,0.01667364659782024,0.029036102132194305,0.0552596984292393,0.000793060854689969,0.14482172897700674,0.12593769752846934,0.024076943284060123,0.03585221810885463,0.06596146062468344,0.016905254202435355,0.03669870015530983
162,0.04852940423019428,0.055107099941828705,0.02720069584338125,0.037298491451993945,0.45274632917002294,0.07269491657646734,0.03931744748556727,0.7585820042521295,0.07293944958551431,0.047459541380033714,0.020284810243464745,0.02840717613493177,0.03792548891445188,0.017588275091620253,0.02953898473799148,0.04381738618015695,0.0007930608473872456,0.24480013477215978,0.022717927583245957,0.011942318778664954,0.013605811946187336,0.07970274730394307,0.01574873776482037,0.023288930396210966
163,0.17976937635491116,0.04099617989689083,0.02354725453276645,0.04695067089720913,0.6176383214650663,0.5075255701099728,0.05013037754687613,0.5608070762981975,0.05321680404692383,0.03765080569577329,0.01956299520749667,0.028572368943399647,0.022123195701184237,0.04995801605588208,0.03842718942818792,0.13249654467431682,0.0007930608383908802,0.08693650905584739,0.021307467125491943,0.011672397647047613,0.024780034376292396,0.2076352711789428,0.01633777314045324,0.01762585337998475
182,0.04939308051425679,0.1306760421464211,0.027220076894429335,0.030562639336171,0.5858090648334024,0.06935175740137281,0.015375156201805637,0.520823838826139,0.04545177023313713,0.15419602840940316,0.02006911317142565,0.026791761871089084,0.03611936733989018,0.017961118211870263,0.03388249772834536,0.08359873202926055,0.0007930608071538505,0.5764572088015483,0.05972025524181413,0.01139938840166887,0.01393766778912555,0.1384945632079862,0.016048397454846763,0.018030089412111833
187,0.05872374093705619,0.045834721686925886,0.02368936046428404,0.03445191996487917,0.620834630698498,0.2949694086475585,0.01887614578201007,0.8123934277055357,0.04475135850982173,0.03939115098038483,0.020061153982447094,0.027909872920247925,0.03408612480848058,0.022074072707518346,0.02675317019132259,0.06438541148322714,0.0007930607934177073,0.216590002329523,0.021105263775600555,0.011398537347602294,0.014977192332754047,0.15660207603119064,0.015234892364448789,0.019855288311719323
189,0.09050536425232576,0.04045727640659508,0.02574720431622266,0.031187284169788592,0.6385068534233524,0.08446374835029662,0.01883793018025357,0.43632287402236536,0.07392460862445119,0.037044058635159735,0.020899108213119428,0.027039779139276108,0.12065691792343118,0.017252961499714385,0.03042460693290484,0.07821955456315291,0.0007930608671147858,0.12109803715169043,0.051060457830077274,0.011409680341118692,0.01680164958896455,0.19172565169189704,0.015420102344549796,0.022091332304546185
190,0.048022216081253684,0.09473497116887776,0.025211009267548518,0.033292822530300664,0.6165655325713715,0.03909575790423983,0.019511441401196934,0.5858350686738469,0.05731869949136886,0.04002240064869816,0.019779143440075187,0.028327541066423146,0.027229524542900996,0.026433575948162345,0.02846452235661065,0.03583804640738603,0.0007930608143196157,0.23258401018200495,0.04590527014195043,0.011401104739413226,0.06555106889767244,0.08966104123958855,0.016729016165496838,0.01994294304810174
193,0.035675956469482024,0.06046556573199683,0.02662602336855738,0.05354566424464034,0.14409054201135177,0.0495781434621146,0.017310859130165966,0.8808052811272895,0.034252321165802686,0.059398833062583686,0.02284256047321634,0.0273722541240654,0.03444174947059023,0.017108461622418192,0.027740409576525585,0.04113509569856283,0.0007930609264490457,0.6613076234681184,0.021287327926989938,0.011410948470854268,0.014228858952072878,0.11230699143875769,0.017132261076671308,0.07250720808931534
194,0.2514165184420565,0.23979253892907784,0.026274648653572454,0.0342830703190877,0.4231753962636144,0.08151503859086007,0.016227078201679093,0.18752262655957938,0.27494239781676366,0.6289994119287664,0.020115046190035006,0.02657021867861655,0.3704975697833753,0.019421345046329933,0.026739578697259753,0.11146018464863552,0.0007930608150767608,0.09140277956441573,0.12949356375645885,0.011409186996869106,0.01357078976761115,0.22564386608604436,0.016297954844541707,0.01863301659351215
197,0.036309682556887476,0.05403094192598153,0.023787730198421977,0.03381260450712067,0.44074896040057204,0.04848620975963716,0.0311241534852708,0.663336004158092,0.057337379969316635,0.041958834132337,0.020697418434924817,0.02750141267644764,0.10600556416819776,0.024599913042469584,0.027774429290339388,0.08763765362543725,0.0007930610052267195,0.4439385295115704,0.02323272068365,0.011418444164283946,0.013650433252129229,0.08097734862743534,0.015250065775860239,0.020400312036578994
201,0.26974226280470043,0.056770574926691526,0.023565371902705017,0.0328768157024895,0.19362115299038388,0.06765210670335396,0.07062272120759512,0.527968838861742,0.033408136267639575,0.03345479545275004,0.019846310149365224,0.036528771213700816,0.07676840309108073,0.02222576613001213,0.027689234864548943,0.0576116074254558,0.000793061060365814,0.06757325905228617,0.035222184408247925,0.01142483745754197,0.014130464065039013,0.4072290138775275,0.020890880738409244,0.020688457517856636
202,0.0884839025696867,0.05561253924913038,0.02387491324093483,0.05099338130254069,0.40672683950219696,0.21890291034268786,0.024956537558277293,0.6437153923962826,0.046389455834284186,0.04977947278538549,0.021418435415795304,0.02715694085055209,0.08324910257246393,0.021012383016380507,0.03796269818025007,0.05775105566094238,0.0007930608490527772,0.1955252714604337,0.03566387796496048,0.011401623205454046,0.014701931724027383,0.24725648853879284,0.01645836126433079,0.047978245392152646
204,0.11845926731775777,0.28769122398542835,0.024920442884001776,0.033709578348123756,0.3140685611214587,0.08168432539842502,0.015455448287107066,0.6283120986630156,0.03667544529698533,0.034497961678128616,0.02358585262640402,0.0412856208640187,0.04264946062427618,0.016355729009680083,0.02712436531115794,0.06201377441184346,0.0007930608649521553,0.14611795759030932,0.025446553844954173,0.01168338328835212,0.013602350690054103,0.17611222099287216,0.13235703135259125,0.9861290796295156
206,0.038314925154070645,0.06255904429533692,0.025804839200460197,0.058468212177656,0.45744190823325465,0.03490440396822982,0.03546850234671625,0.7623593846958722,0.047304608432309804,0.048919451025761396,0.02010289934138636,0.027556388487243916,0.05045196750346085,0.023186579056643605,0.029108692770766286,0.04711409531669864,0.000793060802576498,0.17783474745008448,0.02992528830406375,0.011662846577027493,0.013633197840165404,0.08563047665161545,0.01536846165288867,0.017580707498438857
